question,answer,category,num_evidence,BM25,TF-IDF,SVM,FAISS,Time-Weighted,any_retriever_found
"What did Jolene's mom stress the value of, which she wants to keep in mind for her engineering projects?",Helping others,4,1,1,1,1,1,0,1
What type of projects is Jolene interested in getting involved in the future?,Sustainable initiatives and developing innovative solutions for environmental issues,4,1,1,0,0,0,0,1
"How did Deborah get Luna, one of her cats?",From the shelter,4,1,0,0,1,1,0,1
How old is Max?,8 years old,4,1,1,1,0,0,0,1
"What type of classes did Jolene and her partner check out during their trip to Rio de Janeiro on 30 August, 2023?",Yoga classes,4,1,1,1,1,1,0,1
What type of place does Jolene visit to meditate?,A tranquil spot by a pond,4,1,1,1,1,1,0,1
"What was the new plant Jolene got used as a reminder for on 30 August, 2023?",To nurture herself and embrace fresh starts,4,1,1,0,0,0,0,1
"Why did Jolene get the new plant on 30 August, 2023?",As a reminder to nurture herself and embrace fresh starts,4,1,0,0,0,0,0,0
What has Jolene been focusing on lately besides studying?,relationship with her partner,4,1,1,1,0,0,0,1
How did Deborah's mom support her yoga practice when she first started?,attended classes with her,4,1,1,0,1,1,0,1
What was the video game console that Jolene's parents got her at age 10?,nintendo game console,4,1,1,1,0,0,0,1
What was one of Jolene's favorite games to play with her mom on the nintendo wii game system?,Monster Hunter: World,4,1,0,0,0,0,0,0
What course did Jolene sign up for on 6 September 2023?,meditation,4,1,0,0,0,0,0,0
"Why did Jolene have to reschedule their meeting with Deborah on September 8, 2023?",Jolene already had plans,4,1,0,0,0,0,0,0
Where did Jolene and her partner travel for a few weeks in September 2023?,Phuket,4,1,1,0,0,0,0,1
What was the main focus of the session that stood out to Jolene during the retreat?,releasing expectations and judgments and savoring the present,4,1,1,0,0,0,0,1
How did Jolene feel about her progress in practicing mindfulness and gratitude?,experiencing a new level of joy and happiness,4,1,0,0,0,0,0,0
What positive change did Jolene experience during the retreat?,finding inner peace,4,1,0,0,0,0,0,0
What did Jolene recently play that she described to Deb?,a card game about cats,4,1,0,0,0,0,0,0
What did Deborah do with their mom's old friends?,reminisced and looked through photos,4,1,0,0,0,0,0,0
Where did Deborah get married?,on the beach,4,1,0,0,0,0,0,0
What does yoga on the beach provide for Deborah?,a peaceful atmosphere,4,1,0,0,0,0,0,0
How does Jolene describe their home room?,little haven for peace and rest,4,1,0,0,0,0,0,0
"What new activity did Deborah and her neighbor organize for the community on 16 September, 2023?",Free gardening class,4,1,0,0,0,0,0,0
What was Deborah's mom passionate about?,Cooking,4,1,0,0,0,0,0,0
What food did Deborah's mom make for her on birthdays?,Pineapple cakes,4,1,0,0,0,0,0,0
What kind of cookies did Jolene used to bake with someone close to her?,Chocolate chip cookies,4,1,1,1,1,1,0,1
What outdoor activity did Jolene suggest doing together with Deborah?,Surfing,4,1,0,0,0,0,0,0
"What activity did Deborah enjoy at the music festival with their pals on September 20, 2023?",Dancing and bopping around,4,1,1,1,0,1,0,1
What did Deborah find freeing at the music festival?,Dancing and bopping around,4,1,1,1,0,1,0,1
What kind of car does Evan drive?,Prius,1,5,0,0,0,0,0,0
What kinds of things did Evan have broken?,His old Prius and his new Prius.,1,5,0,0,0,0,0,0
Where has Evan been on roadtrips with his family?,"Rockies, Jasper",1,3,0,0,0,0,0,0
How many Prius has Evan owned?,two,1,2,1,1,1,1,0,1
Which hobby did Sam take up in May 2023?,painting,2,1,0,0,0,0,0,0
Which country was Evan visiting in May 2023?,Canada,3,1,0,0,0,0,0,0
How many roadtrips did Evan take in May 2023?,two,1,2,0,0,0,0,0,0
What new hobbies did Sam consider trying?,"Painting, kayaking, hiking, cooking, running",1,10,1,1,0,0,0,1
What hobby did Evan start practicing a few years ago that he enjoys?,Watercolor painting,1,4,1,1,0,0,0,1
When did Evan go to Jasper with his family?,"weekend before May 24, 2023",2,1,0,0,1,0,0,1
"Which type of vacation would Evan prefer with his family, walking tours in metropolitan cities or camping trip in the outdoors?",camping trip in the outdoors,3,4,0,0,0,0,0,0
What health issue did Sam face that motivated him to change his lifestyle?,Weight problem,1,19,0,0,0,0,0,0
When did Sam first go to the doctor and find out he had a weight problem?,"A few days before May 24, 2023.",2,1,1,1,0,0,0,1
When did Evan have his sudden heart palpitation incident that really shocked him up?,first week of June 2023,2,1,1,1,0,0,0,1
What is Evan's favorite food?,Ginger snaps,1,4,0,0,0,0,0,0
What kind of unhealthy snacks does Sam enjoy eating?,"soda, candy",1,1,0,0,0,0,0,0
What recurring issue frustrates Sam at the grocery store?,Malfunctioning self-checkout machines.,1,2,1,0,1,0,0,1
When did Sam's friends mock him for being overweight?,Friday before 27 July 2023,2,1,0,0,1,1,0,1
What kind of healthy food suggestions has Evan given to Sam?,"flavored seltzer water, dark chocolate with high cocoa content, air-popped popcorn and fruit, veggies, healthy sandwich snacks, energy balls, grilled chicken salad with avocado",1,5,0,0,1,1,0,1
"Considering their conversations and personal growth, what advice might Evan and Sam give to someone facing a major life transition or challenge?","Evan and Sam would likely advise embracing small, consistent changes​​, finding stress-relieving activities like hiking​​, painting, and road trips​​, and the importance of friendship and support in navigating challenges​​.",3,11,0,1,0,0,0,1
"In light of the health and dietary changes discussed, what would be an appropriate gift for both Evan and Sam to encourage their healthy lifestyles?",a cookbook with healthy recipes or a subscription to a healthy meal delivery service.,3,17,0,1,0,1,0,1
How does Evan describe the woman and his feelings for her that he met in Canada?,"He says she's cool, incredible, like something out of a movie, and that he feels alive around her. Every moment with her is fun and energetic, also Evan feels really lucky to have someone who gets him.",1,3,1,1,1,1,0,1
When Evan did meet his future wife?,"week before August 7, 2023.",2,1,0,0,0,0,0,0
When did Sam start working out at the gym?,"July 28, 2023",2,1,1,0,0,0,0,1
What significant event happened in Sam's life towards the end of summer 2023?,He fell in love with a Canadian woman,2,1,0,0,0,0,0,0
Which year did Evan start taking care of his health seriously?,2021,2,2,0,0,0,0,0,0
What motivates Evan to take care of his health?,"family, fitness tracker, thirst for adventure on interesting hikes",1,3,0,0,0,0,0,0
What electronic device could Evan gift Sam to help him keep up with his fitness goals?,fitness tracker,3,1,0,0,0,0,0,0
What kind of writing does Sam do to relax and cope with his health issues?,"journalling, creative writing",1,2,0,0,0,0,0,0
"Who did Evan meet on his trip to Canada, and who did he come back from Canada with?",Evan met the woman he fell in love with and returned with her.,1,2,0,0,0,0,0,0
When Evan get back from a vacation with his SO?,"August 13, 2023",2,1,0,0,0,0,0,0
How might Evan and Sam's experiences with health and lifestyle changes influence their approach to stress and challenges?,"Their experiences likely lead them to view challenges as opportunities for growth and change. They both have embraced healthier lifestyles, indicating a proactive approach to managing stress and challenges.",3,1,0,0,0,0,0,0
What recurring frustration does Evan experience?,Evan consistently misplaces his keys every week.,1,2,0,0,0,0,0,0
What is the recurring dream that Sam keeps having?,he's flying over a cityscape.,1,2,1,1,0,0,0,1
What accidents has Evan's son faced lately?,"injured at a soccer game, fell off his bike",1,2,0,0,0,0,0,0
When was Evan's son injured at soccer?,"Saturday before August 15, 2023.",2,1,1,1,1,1,0,1
What kind of foods or recipes has Sam recommended to Evan?,"grilled vegetables, grilled chicken and veggie stir-fry, poutine",1,3,0,0,0,0,0,0
What kind of healthy meals did Sam start eating after getting a health scare?,"salad, grilled salmon and vegetables, grilled chicken and veggie stir-fry, Beef Merlot, fruit bowl, smoothie bowl",1,7,0,0,0,1,0,1
What role does nature and the outdoors play in Evan and Sam's mental well-being?,Nature and outdoor activities seem to be significant stress relievers and sources of joy for both Evan and Sam. These activities likely contribute positively to their mental well-being.,3,1,0,0,0,0,0,0
How many months lapsed between Sam's first and second doctor's appointment?,three months,2,2,0,0,0,0,0,0
When did Evan start taking painting classes?,"Few days before 19 August, 2023.",2,1,0,0,0,0,0,0
Which classes did Evan join in mid-August 2023?,painting classes,2,1,0,0,0,0,0,0
How did Evan get into painting?,His friend got him into it by gifting him a painting and giving him some advice. The painting inspired Evan.,1,4,1,0,1,1,0,1
How often does Sam get health checkups?,every three months,3,3,0,0,0,0,0,0
What kind of subjects does Evan enjoy painting?,"nature landscapes, portraits, abstract minimalism",1,5,0,0,0,0,0,0
Which places in Canada was Evan visiting in July 2023?,"Banff, Rocky Mountains",2,3,0,0,0,0,0,0
How do Evan and Sam use creative outlets to cope with life's challenges?,"Evan and Sam use creative activities, like painting and writing, as therapeutic tools to express themselves and cope with stress.",3,1,0,0,0,0,0,0
When did Evan go skiing in Banff?,July 2023,2,3,1,1,1,1,0,1
What new diet and lifestyle change did Sam adopt over time?,"Healthy eating, exercise routine, running, hiking",1,4,0,0,0,0,0,0
Who was injured in Evan's family?,Evan's son and Evan himself,1,6,0,0,0,0,1,1
What kind of hobbies does Evan pursue?,"painting, hiking, reading books, biking, skiing, snowboarding, ice skating, swimming, camping, kayaking",1,8,0,0,0,0,0,0
"What challenges does Sam face in his quest for a healthier lifestyle, and how does he address them?",Sam faces challenges like maintaining motivation and making dietary changes. He addresses them by enrolling in cooking classes and seeking support from friends like Evan.,3,4,0,0,0,0,0,0
Which activity do Evan and Sam plan on doing together during September 2023?,painting,2,3,0,1,0,0,0,1
When did Evan and Sam decide to paint together?,"Saturday after 11 September, 2023.",2,3,1,1,1,1,0,1
What personal health incidents does Evan face in 2023?,"heart palpitations, twisted ankle, twisted ankle",1,3,0,0,0,0,0,0
What recurring adventure does Evan have with strangers?,Helping lost tourists and experiencing unexpected adventures in the city.,1,2,0,0,0,0,0,0
What is Sam's persistent problem with his phone?,"His new phone malfunctioning, particularly with the navigation app.",1,2,0,0,0,0,0,0
Which US state was Sam travelling in during October 2023?,California,3,1,0,0,0,0,0,0
When did Evan start lifting weights?,October 2022,2,1,1,1,1,1,0,1
When did Sam and his friend decide to try kayaking?,"October 14, 2023",2,1,1,0,1,1,0,1
Which new activity does Sam take up in October 2023?,kayaking,2,1,0,0,0,0,0,0
What kind of stress was Sam dealing with in October 2023?,work-related stress,2,1,1,1,0,0,0,1
What health scares did Sam and Evan experience?,"Sam faced a health scare with stomach pains that turned out to be gastritis, prompting him to rethink his health habits. Evan, on the other hand, experienced two separate incidents: a sudden heart palpitation incident and a different event involving a misunderstanding during a medical check-up. These experiences have significantly influenced their perspectives on health and well-being.",1,4,0,0,0,1,0,1
When was Sam in the ER?,"weekend before 17 October, 2023.",2,1,1,0,0,0,0,1
Which ailment does Sam have to face due to his weight?,gastritis,1,4,0,0,0,0,0,0
Does Evan live close to a beach or mountains?,beach,3,3,1,0,0,0,0,1
When did Evan lose his job?,end of October 2023,2,1,0,0,0,0,0,0
When did Evan and Sam planned a trip to the beach together?,"December, 2023",2,1,0,0,0,0,0,0
"What was Sam doing on December 4, 2023?",Attending a Weight Watchers meeting,2,1,0,0,0,0,0,0
Which two significant life events occur in Evan's life in December 2023 with his partner?,his partner gets pregnant and they get married,1,2,0,0,0,0,0,0
How long did Evan and his partner date before getting married?,four months,2,2,1,1,0,0,0,1
Which major holiday season conincides with Evan's wedding?,Christmas,3,1,0,0,0,0,0,0
Which activity did Sam resume in December 2023 after a long time?,hiking,1,2,0,0,0,0,0,0
When is Evan planning a big family reunion?,Summer 2024,2,1,1,1,0,0,0,1
When did Evan's son fall off his bike?,"Thursday before December 17, 2023.",2,1,1,1,1,1,0,1
When did Evan announce his marriage to his extended family?,"January 5, 2024",2,1,1,1,0,0,0,1
When did Evan finish the painting that's hanging in the exhibit?,"few days before 17 December, 2023.",2,2,0,0,0,0,0,0
How does Evan spend his time with his bride after the wedding?,"family get-together, honeymoon in Canada to see snowy landscapes, ski, taste local cuisine and do some snowshoeing",1,4,0,1,0,0,0,1
Who did Evan tell about his marriage?,"To Sam, to his friends from work, and to his and his wife's families.",1,5,1,1,0,0,0,1
When will Evan and his partner have their honeymoon in Canada?,February 2024,2,1,1,1,0,0,0,1
When did Evan have a drunken night with his friends?,"January 9, 2023",2,1,0,0,0,0,0,0
What is a stress reliever for Evan?,"Drawing, traveling, places with a beautiful view, yoga, sunsets or something comfortable for Evan",1,11,1,1,1,1,1,1
What is a stress reliever for Sam?,"Unhealthy snacks, sweets, yoga, places with beautiful views",1,6,0,0,0,0,1,1
What type of car did Evan get after his old Prius broke down?,new Prius,4,1,0,0,0,0,0,0
How did Evan get into watercolor painting?,friend's advice,4,1,0,0,0,0,0,0
What did Evan start doing a few years back as a stress-buster?,watercolor painting,4,1,1,1,0,0,0,1
What advice did Evan give Sam about finding a passion?,keep trying new things until something sparks excitement,4,1,0,0,0,0,0,0
"Where did Evan take his family for a road trip on 24 May, 2023?",Jasper,4,1,0,0,0,0,0,0
What did Evan find relaxing about his road trip to Jasper?,"fresh air, peacefulness, cozy cabin surrounded by mountains and forests",4,1,0,0,0,0,0,0
What habit is Sam trying to change in terms of diet?,consuming soda and candy,4,1,0,0,0,0,0,0
What new suggestion did Evan give to Sam regarding his soda and candy consumption?,try flavored seltzer water and dark chocolate with high cocoa content,4,1,0,0,0,0,0,0
What did Sam agree to try instead of soda and candy?,flavored seltzer water and dark chocolate with high cocoa content,4,1,0,0,0,0,0,0
What frustrating issue did Sam face at the supermarket?,broken self-checkout machines,4,1,1,1,0,0,0,1
What novel is Evan reading that he finds gripping?,The Great Gatsby,4,1,1,0,0,0,0,1
What kind of water does Evan suggest Sam try as an alternative to soda?,Flavored seltzer water,4,1,1,1,1,1,0,1
What does the smartwatch help Evan with?,tracks progress and serves as a constant reminder to keep going,4,1,0,0,0,0,0,0
What does the bonsai tree symbolize for Evan?,strength and resilience,4,1,0,0,0,0,0,0
Why did Evan decide to get the bonsai tree?,motivates him to keep going through tough times,4,1,0,0,0,0,0,0
"According to Sam, what is more important than perfection?",progress,4,1,1,1,0,0,0,1
What did Evan suggest Sam to check out for insights into his dream?,dream interpretation book,4,1,1,1,1,1,1,1
What did Evan mention he had been searching for fruitlessly for half an hour?,his keys,4,1,1,1,0,0,0,1
What class is Sam taking to learn how to make healthier meals?,cooking class,4,1,1,1,0,0,0,1
"What dish did Sam make on 18 August, 2023 that turned out flavorful?",grilled dish with salmon and vegetables,4,1,0,0,0,0,0,0
"What kind of recipe did Evan request from Sam on 19 August, 2023?",recipes with more vegetables,4,1,0,0,0,0,0,0
"What food did Sam share a photo of on 19 August, 2023?","bowl of spinach, avocado, and strawberries",4,1,0,0,0,0,0,0
What type of painting classes did Evan start taking in 2023?,watercolor painting classes,4,1,0,0,0,0,0,0
What did Evan start painting years ago due to being inspired by a friend's gift?,forest scene,4,1,0,1,0,0,0,1
What nature concept do watercolor painting classes emphasize according to Evan?,observing nature and painting what is seen,4,1,1,0,1,1,0,1
What type of landscapes does Evan love painting the most?,sunsets over the ocean,4,1,1,1,1,1,0,1
What fun activity did Evan mention doing in July 2023?,skiing,4,1,0,0,0,0,0,0
What injury did Evan suffer from in August 2023?,Twisted knee,4,1,0,0,0,0,0,0
What sports activity has Evan been doing to stay active while dealing with the knee injury?,Swimming,4,1,1,1,1,1,0,1
What suggestion did Sam give to Evan to help with his knee issue?,Consider low-impact exercises or physical therapy,4,1,1,1,0,0,0,1
What did Evan suggest Sam try as a calming hobby?,Painting,4,1,1,1,0,0,0,1
What did Evan recommend Sam acquire to get started with painting?,"Acrylic paints, brushes, canvas/paper, palette",4,1,0,0,0,0,0,0
What activity does Evan do to keep himself busy while healing his knee?,Watercolor painting,4,1,0,0,0,0,0,0
What painting did Evan share with Sam in October?,a cactus in the desert,4,1,1,0,0,0,0,1
What kind of writing does Sam enjoy as a form of expression?,creative writing,4,1,0,0,0,0,0,0
What electronics issue has been frustrating Sam lately?,malfunctioning navigation app on the new phone,4,1,0,0,0,0,0,0
What activity did Evan start one year ago?,lifting weights,4,1,0,0,0,0,0,0
What advice did Evan give to Sam to avoid injuries while starting weightlifting?,Find a trainer,4,1,1,1,1,1,0,1
Where did Sam and his mate plan to try kayaking?,Lake Tahoe,4,1,0,0,0,1,0,1
What digestive issue did Sam experience lately?,Gastritis,4,1,0,0,0,0,0,0
What adventurous theme is emerging in Evan's life as mentioned by Sam?,helping lost tourists,4,1,1,1,0,0,0,1
What does Evan mention about his progress at the gym to Sam?,gaining strength,4,1,1,1,0,1,0,1
How did Evan start his transformation journey two years ago?,Changed his diet and started walking regularly,4,1,0,0,0,0,0,0
What gift did Evan receive from a close friend?,1968 Kustom K-200A vintage guitar,4,1,1,1,0,0,0,1
Why had Evan been going through a tough time lately?,Lost their job due to downsizing,4,1,0,0,0,0,0,0
How does Evan describe the island he grew up on?,A happy place,4,1,1,1,1,1,0,1
What was the main reason for Evan's frustration with his new Prius breaking down?,He relied on it for his active lifestyle and road trips,4,1,0,0,1,1,0,1
How did Sam suggest Evan view the setback with his broken Prius?,As a chance to explore other ways of staying active and traveling,4,1,0,0,0,0,0,0
What did Sam suggest Evan try for stress relief and flexibility?,Yoga,4,1,1,0,0,0,0,1
What did Sam offer Evan regarding yoga?,Support and tips,4,1,1,0,0,0,0,1
What news did Evan share with Sam on 9th December 2023?,partner is pregnant,4,1,1,1,0,0,0,1
What family event is Evan planning for next summer?,big family reunion,4,1,1,1,0,0,0,1
What is the motto of Evan's family?,'Bring it on Home',4,1,1,1,0,0,0,1
"According to Evan, what is important for Sam to believe in concerning his weight?",Your worth is not defined by your weight,4,1,1,1,1,0,0,1
Who helped Evan get the painting published in the exhibition?,a close friend,4,1,1,1,1,1,0,1
What did Sam recently start enjoying to clear his head?,running in the mornings,4,1,1,1,0,0,0,1
What did Sam suggest Evan should do with his keys?,put a GPS sensor on them,4,1,1,1,1,0,0,1
How did Evan feel when he painted the piece with the bird flying over it?,a sense of joy and freedom,4,1,0,0,0,0,0,0
What did Evan suggest Sam should keep doing to find his own version of love?,Keep trying new things,4,1,1,1,1,1,0,1
How did Evan describe the process of creating the painting with the bird flying over it?,embracing the creative process without restraint,4,1,0,0,0,0,0,0
What did Evan want to share with his work friends?,getting married,4,1,0,0,0,0,0,0
What did Evan share with Sam after their hiking trip?,a photo of a man standing on a rock looking out over a valley,4,1,1,1,0,1,0,1
What did Evan offer to share with Sam after talking about healthy snacks?,the recipes for cookies,4,1,0,0,0,0,0,0
"What did Evan and his partner share with their extended family on January 5, 2024?",their marriage,4,1,1,1,0,0,0,1
What was Evan limiting himself to on his new diet?,just two ginger snaps a day,4,1,1,1,0,0,0,1
What sports activity did Evan and his partner try in a recent weekend?,Snowshoeing,4,1,0,0,0,0,0,0
What advice did Evan suggest Sam seek from a doctor?,diet plan and low-impact exercises,4,2,1,1,0,0,0,1
What suggestions did Evan give for low-impact exercises?,"swimming, yoga, walking",4,1,1,1,1,1,0,1
What movie did Sam watch that motivated him to keep up with his routine?,The Godfather,4,1,1,0,0,0,0,1
What activity helped Evan with stress and flexibility?,Yoga,4,1,0,0,0,0,0,0
What did Evan share a photo of that was taken on a camping trip?,a kayak,4,1,0,0,0,0,0,0
Why did Evan apologize to his partner?,for a drunken night,4,1,0,1,0,0,0,1
How does Evan describe being out on the water while kayaking and watching the sunset?,peaceful,4,1,1,1,1,1,1,1
When did Calvin first travel to Tokyo?,between 26 March and 20 April 2023,2,1,0,0,0,0,0,0
What items did Calvin buy in March 2023?,"mansion in Japan, luxury car Ferrari 488 GTB",1,2,0,0,0,0,0,0
When did Dave see Aerosmith perform live?,"on the weekend before March 26, 2023",2,1,0,1,1,0,0,1
Which bands has Dave enjoyed listening to?,"Aerosmith, The Fireworks",1,2,0,0,0,0,0,0
Which country do Calvin and Dave want to meet in?,United States,3,2,0,0,0,0,0,0
What are Dave's dreams?,"open a car maintenance shop, work on classic cars, build a custom car from scratch",1,2,0,0,0,0,0,0
Which types of cars does Dave like the most?,classic vintage cars,1,4,0,0,0,0,0,0
Does Dave's shop employ a lot of people?,Yes,3,1,0,1,0,0,0,1
When did Dave start his car maintenance shop?,"May 1, 2023",2,1,1,1,0,0,0,1
When did a mishap occur with Calvin's musical gear and favorite mic?,"On a week before 16 May, 2023",2,1,0,0,0,0,0,0
When did Calvin's place get flooded in Tokyo?,"On a week before 16 May, 2023",2,1,0,0,0,0,0,0
What mishaps has Calvin run into?,"flooding of his mansion, car accident",1,2,0,0,0,0,0,0
When was Calvin's concert in Tokyo?,last week of May 2023,2,2,0,0,0,0,0,0
Would Calvin enjoy performing at the Hollywood Bowl?,Yes; because he enjoys the rush of performing onstage to large crowds,3,1,0,0,0,0,0,0
When did Calvin meet with the creative team for his new album?,"8 June, 2023",2,1,1,1,0,0,0,1
Why does Dave regularly visit parks?,because it relaxes and calms him,1,2,0,0,0,0,0,0
When did Dave take a trip to mountainous regions?,July 2023,2,1,1,1,0,0,0,1
When did Calvin have a car incident?,"on the Friday before 21 June, 2023",2,1,0,0,0,0,0,0
How many times has Calvin had to deal with insurance paperwork?,two times,1,2,0,0,0,0,0,0
Which places or events has Calvin visited in Tokyo?,"music festival, car museum, Shibuya crossing, Shinjuku",1,3,0,0,0,0,0,0
Who inspired Dave's passion for car engineering?,His Dad,1,3,0,0,0,0,0,0
Does Calvin wish to become more popular?,Yes; he want's to grow his fanbase,3,2,0,0,0,0,0,0
Does Calvin want to expand his brand?,yes,1,2,1,1,0,0,0,1
What is Dave's main passion?,auto engineering,1,4,0,0,0,0,0,0
Can Dave work with engines?,yes,1,3,0,0,0,0,0,0
When did Dave host a card-playing night with his friends?,"on the Friday before 22 August, 2023",2,1,1,1,0,0,0,1
When did Calvin record a podcast with his friends?,"21 August, 2023",2,1,1,1,0,0,0,1
Which city was Calvin visiting in August 2023?,Miami,2,1,0,0,0,0,0,0
What does Calvin do to relax?,"take long drives in his car, embrace nature, fixing cars",1,3,0,0,0,0,0,0
What are Dave's hobbies other than fixing cars?,"take a walk, go hiking, listen to favorite albums, live concerts, photography",1,4,0,0,0,0,0,0
What kind of music does Dave listen to?,"classic rock, Japanese music",1,3,0,0,0,0,0,0
Where was Dave in the last two weeks of August 2023?,San Francisco,2,2,0,0,0,0,0,0
Where did Dave return from with new knowledge of different techniques of car restoration?,San Francisco,1,2,1,1,0,0,0,1
What was Dave doing in San Francisco?,attending a car modification workshop,1,2,1,1,0,0,0,1
When did Dave return from San Francisco?,"September 1, 2023",2,1,0,0,0,0,0,0
When did Calvin book flight tickets to Boston?,last week of August 2023,2,1,1,1,1,1,0,1
When was Calvin's album released?,"September 11, 2023",2,1,0,0,0,0,0,0
Does Calvin love music tours?,yes,3,3,0,0,0,0,0,0
When did Dave have a great jam session with his band?,"September 14, 2023",2,1,0,0,0,0,0,0
What was the artists Calvin used to listen to when he was a kid?,Tupac and Dr. Dre,1,2,0,1,0,0,0,1
Which of their family member do Calvin and Dave have nostalgic memories about?,Dad,1,2,0,0,0,0,0,0
"Which city was Calvin at on October 3, 2023?",Boston,2,1,0,0,0,0,0,0
When did Calvin met with local artists in Boston?,"October 3, 2023",2,1,1,1,0,0,0,1
What shared activities do Dave and Calvin have?,Working on cars,1,2,0,0,0,0,0,0
What is Dave's favorite activity?,Restoring cars,1,3,0,0,0,0,0,0
How many car shows has Dave attended?,two,1,2,1,0,0,0,0,1
What was Dave doing in the first weekend of October 2023?,attending a car show,2,1,0,0,0,0,0,0
"When Dave was a child, what did he and his father do in the garage?","tinkering with car engines, restoration and refurbishing cars",1,3,0,0,0,0,0,0
When did Calvin buy his second Ferrari?,first week of October 2023,2,1,0,0,0,0,0,0
When did Calvin and Frank Ocean start collaborating?,August 2022,2,2,0,0,0,0,0,0
When did Calvin plan on travelling to Tokyo the second time?,November 2023,2,1,0,0,0,0,0,0
Who supports Calvin in tough times?,friends and team,1,2,0,0,0,0,0,0
What does help Calvin stay connected to the creative process?,Calvin stays connected to the creative process by always staying up-to-date on world events and watching documentaries about artists.,1,2,0,0,0,0,0,0
When did Calvin visit some of the sights in Boston with a former high school friend?,"October 24, 2023",2,1,1,1,0,0,0,1
Which cities did Dave travel to in 2023?,"San Francsico, Detroit",1,2,0,0,0,0,0,0
Which hobby did Dave pick up in October 2023?,photography,2,1,0,0,0,0,0,0
Which events in Dave's life inspired him to take up auto engineering?,"attending a car show with Dad, working on an old car in a neighbor's garage when he was young, spent a summer restoring an old car with Dad",1,4,0,0,0,0,0,0
How many Ferraris does Calvin own?,two,1,2,0,0,0,0,0,0
What gifts has Calvin received from his artist friends?,"gold chain, custom-made guitar with an octopus on it",1,3,0,0,0,0,0,0
How long did Dave's work on the Ford Mustang take?,nearly two months,2,3,1,1,1,1,0,1
How long was the car modification workshop in San Francisco?,two weeks,2,2,1,1,1,1,1,1
What style of guitars does Calvin own?,"custom-made yellow guitar with an octopus on it, shiny purple guitar",1,4,0,0,1,0,0,1
What activities has Dave participated in with his friends?,"weekly visits to local parks, countryside roadtrip, celebration of the opening of his car maintenance shop, card-playing nights",1,4,0,0,0,0,0,0
When did Dave take a photo of a Boston clock tower?,September 2023,2,1,0,0,0,0,0,0
Do all of Dave's car restoration projects go smoothly?,No,1,4,0,0,0,0,0,0
Where was Calvin located in the last week of October 2023?,Tokyo,2,1,0,0,0,0,0,0
When did Dave find the car he repaired and started sharing in his blog?,last week of October 2023,2,1,0,0,0,0,0,0
When did Dave buy a vintage camera?,November 2023,2,1,0,0,0,0,0,0
When did Calvin attend a gala in Boston?,"November 16, 2023",2,1,0,0,0,0,0,0
How long did Calvin plan to stay in Japan?,A few months,4,1,0,0,0,0,0,0
Which band was Dave's favorite at the music festival in April 2023?,Aerosmith,4,1,0,0,0,0,0,0
Where did Calvin attend a music festival in April 2023?,Tokyo,4,1,0,0,0,0,0,0
What advice did Calvin receive from the producer at the music festival?,to stay true to himself and sound unique,4,1,1,1,0,0,0,1
"What is Dave's new business venture as of 1 May, 2023?",Car maintenance shop,4,1,0,0,0,0,0,0
What type of cars does Dave work on at his shop?,"all kinds of cars, from regular maintenance to full restorations of classic cars",4,1,1,1,0,0,0,1
What did Calvin receive as a gift from another artist?,a gold necklace with a diamond pendant,4,1,1,1,0,0,0,1
What was the necklace Calvin received meant to remind him of?,why he keeps hustling as a musician,4,1,0,0,0,0,0,0
What does Dave do when he feels his creativity is frozen?,immerse himself in something he loves,4,1,0,0,0,0,0,0
How does Calvin plan to jumpstart his inspiration?,explore other things and have some fun,4,1,1,1,0,0,0,1
What did Calvin manage to save during the flood incident?,music gear and favorite microphone,4,1,0,0,0,0,0,0
What did Dave open in May 2023?,a car shop,4,1,0,0,0,0,0,0
What gives Dave a sense of achievement and purpose?,Fixing up things,4,1,1,1,0,0,0,1
What fuels Calvin's soul?,Performing live,4,1,1,1,0,0,0,1
What is Dave doing to relax on weekends?,exploring parks,4,1,1,1,0,0,0,1
What sports activity is Calvin planning to try after the tour with Frank Ocean?,Skiing,4,1,1,1,0,0,0,1
"What was Calvin excited to do after getting his car fixed on 7 July, 2023?",get back on the road,4,1,1,0,1,1,1,1
What did Calvin and his friends arrange for in the park?,regular walks together,4,1,1,0,0,0,0,1
What kind of music has Calvin been creating lately?,experimenting with different genres,4,1,0,0,0,0,0,0
How does Calvin describe his process of adding electronic elements to his songs?,gives them a fresh vibe,4,1,1,1,0,0,0,1
What car brand does Calvin own that he is proud of?,Ferrari,4,1,0,0,0,0,0,0
What is Calvin's biggest current goal?,expand his brand worldwide and grow his fanbase,4,1,0,0,0,0,0,0
What is Dave's advice to Calvin regarding his dreams?,to never forget his dreams,4,1,1,0,1,1,0,1
"What workshop did Dave get picked for on 11 August, 2023?",Car mod workshop,4,1,1,1,0,0,0,1
What kind of modifications has Dave been working on in the car mod workshop?,"engine swaps, suspension modifications, and body modifications",4,1,1,1,1,0,0,1
What type of car did Dave work on during the workshop?,classic muscle car,4,1,0,0,0,0,0,0
What does Dave say is important for making his custom cars unique?,attention to small details,4,1,0,0,0,0,0,0
How did the audience in Tokyo react when Calvin sang one of his songs?,Everyone was so into it and sang along,4,1,1,1,0,0,0,1
How did Calvin meet Frank Ocean?,At a music festival in Tokyo,4,1,1,1,0,0,0,1
Where did Calvin and Frank Ocean record a song together?,In the studio at Calvin's mansion,4,1,1,1,0,0,0,1
